uid,name,url,movie_name,rating,comment
ChaoranSun,華堅馮力士,https://www.douban.com/people/ChaoranSun/,特拉维夫在燃烧,还行,民族矛盾的浪漫化处理角度和方法都不错，只是这个故事实在让人感觉乏味。
47518001,Ytiiq,https://www.douban.com/people/47518001/,特拉维夫在燃烧,力荐,完全值5星。本月到目前为止看过的最好看的电影…
169355009,米饭,https://www.douban.com/people/169355009/,特拉维夫在燃烧,推荐,通过对狗血剧的虚构结构改编，投射出巴以冲突的冲突矛盾和荒谬性。导演还是收了，再放开点会更好。
36102949,你道我是火星人,https://www.douban.com/people/36102949/,特拉维夫在燃烧,推荐,哈哈哈太有意思了 想到巴以总觉得是严肃的黑暗的甚至是流血的 本片竟然是个喜剧 通过戏中戏展现了巴以之间的冲突 其实我更喜欢编剧那个巴勒斯坦女间谍真的爱上了以色列军官的ending 色戒的梗是朱砂痣了
132032212,Cucurrucucu...,https://www.douban.com/people/132032212/,特拉维夫在燃烧,推荐,妙啊。有时候编剧是真的没有话语权。
142155666,海獭的萌脑洞,https://www.douban.com/people/142155666/,特拉维夫在燃烧,,法国喜剧和爱情片都一样难get？
141625318,scarecrow,https://www.douban.com/people/141625318/,特拉维夫在燃烧,推荐,很久没看这种剧情片了 节奏很好 其实总体和巴以冲突关系不大
148920937,匡叽,https://www.douban.com/people/148920937/,特拉维夫在燃烧,推荐,误打误撞的业务学习，有一丢丢像子弹横飞百老汇。挺有意思的
124337711,单反逆袭,https://www.douban.com/people/124337711/,特拉维夫在燃烧,还行,男主你是来搞笑的吗？
44160675,原野映雪,https://www.douban.com/people/44160675/,特拉维夫在燃烧,推荐,看过一堆悲剧后难得的黑色喜剧片，喜剧严肃都有，构思巧妙
130616971,此在,https://www.douban.com/people/130616971/,特拉维夫在燃烧,推荐,讽刺借喻都恰到好处！
rogerexists1118,Bboard19920313,https://www.douban.com/people/rogerexists1118/,特拉维夫在燃烧,推荐,"85/100。年度惊喜！没想到有导演能把巴以问题这个长年累月讲得无比沉重的话题弄得这么好看，充满了笑料的故事情节中依然能流露出淡淡的反战情绪。除去几处衔接不太流利以及略显多余的地方之外，这部电影真的非常不错。
可惜以色列没拿这部申奥了，不过进了欧洲电影奖大名单，希望能提上最佳喜剧片了。"
170763990,小狼勒尔甘,https://www.douban.com/people/170763990/,特拉维夫在燃烧,还行,很政治，胳膊拧不过大腿
202760300,火花,https://www.douban.com/people/202760300/,特拉维夫在燃烧,推荐,本以为是一部很轻松的电影，但看起来有些难受
188157023,月亮🌙邮递员,https://www.douban.com/people/188157023/,特拉维夫在燃烧,还行,还好
169628340,totopony,https://www.douban.com/people/169628340/,特拉维夫在燃烧,推荐,那个检查所的军官太可爱了！
149974882,闲人shelly,https://www.douban.com/people/149974882/,特拉维夫在燃烧,推荐,对于普通老百姓来说，所谓的政治立场、民族矛盾、历史恩怨等国家大事，其实都比不上现世安稳、生活富足来得重要。
3982867,maddy,https://www.douban.com/people/3982867/,特拉维夫在燃烧,推荐,看的好欢乐，论一个编剧是如何成长起来的。
104903420,浩克,https://www.douban.com/people/104903420/,特拉维夫在燃烧,,1）https://shilfa.com/unitedkingdom/father-writes-his-own-heartbreaking-obituary-to-warn-others-about-smoking/ ………… 2）https://www.gvm.com.tw/article.html?id=55987 …………………… 3）https://www.gvm.com.tw/article.html?id=60743 甘吝那布炒基掰脑瘫犯贱，愚蠢到臭菸毒品放入口，菸草等同毒品，可笑全球禁毒不禁菸，希冀菸在世界上销声匿迹！！己所不欲，无施于人，自食其果，终将泯灭！（KARMA）
198497299,花泽菜菜,https://www.douban.com/people/198497299/,特拉维夫在燃烧,,想要了解巴以关系？没想到还有点喜欢。喜欢剧中剧里关于结局的讨论：理想与现实、爱情与责任、战争与和平。虽然关于这三点的讨论是很多电影中永恒的主题，但分别从不同年代、不同性别、不同职业的人嘴里说出来关于结局的探讨，这点还蛮有趣的。当然它也并没多么深刻。（另外对于鹰嘴豆泥我有点好奇）
1704867,EvaZ,https://www.douban.com/people/1704867/,特拉维夫在燃烧,推荐,把家仇国恨民族冲突，以一个简单且傻的故事拍得如此谐趣，给四颗星。男主出色。
202125744,1.5℃,https://www.douban.com/people/202125744/,特拉维夫在燃烧,推荐,缺乏背景了解
161328378,bonate,https://www.douban.com/people/161328378/,特拉维夫在燃烧,推荐,题材非常新颖，剧情荒诞又欢乐。
177862816,MuKe,https://www.douban.com/people/177862816/,特拉维夫在燃烧,还行,就像里面说的那样不用什么事都扯上政治 这只是一部浪漫爱情剧
185511313,FOMi,https://www.douban.com/people/185511313/,特拉维夫在燃烧,力荐,比较工整的喜剧片
207481939,云淡风轻,https://www.douban.com/people/207481939/,特拉维夫在燃烧,还行,故事挺有意思的小品故事，可以看成另一种《摄影机不要停》？人物的怂与狠都恰到好处，正好在引起不适前的范围内，然而结局实在太弱：）故事简单而且傻的可爱：萨拉姆家在巴勒斯坦，每天排队经以军的哨卡，穿过大半个城去叔叔的肥皂剧片场当剧务，头衔是“语言指导”还是“方言指导”。他二三十岁了，还住在母亲家里。虽然说不上是不务正业，但多少看着有些胸无大志，没什么远大目标和理想，很本分地活着。说不上来哪里有点迟钝，干点什么都不紧不慢，反应也似乎慢半拍。他们片场在拍一部大约≪风声≫之类的肥皂剧
202633357,芒果使者,https://www.douban.com/people/202633357/,特拉维夫在燃烧,推荐,笑中带泪，很少能够将苦难拍成喜剧吧
208019430,大坏蛋,https://www.douban.com/people/208019430/,特拉维夫在燃烧,推荐,比较有趣的喜剧片
188416823,一个拿布,https://www.douban.com/people/188416823/,特拉维夫在燃烧,力荐,还挺有意思的
211501576,豆友211501576,https://www.douban.com/people/211501576/,特拉维夫在燃烧,推荐,战争
212275162,Winnie,https://www.douban.com/people/212275162/,特拉维夫在燃烧,还行,灰谐 幽默
148370024,初心不变i,https://www.douban.com/people/148370024/,特拉维夫在燃烧,推荐,情节简单却又显得很复杂。没想到如此小的故事格局居然能玩出这么耐人寻味的空间。本来只是一个台词编剧的男主偶然机会晋升编剧，他参与的这部剧在阿以地区都广为追捧，他频频借剧里的对白给自己心爱的姑娘示爱，每天往返巴以边境的他又受到以色列检察官的敦促，检察官试图左右剧情走向
211980008,小尤物,https://www.douban.com/people/211980008/,特拉维夫在燃烧,推荐,伊朗的讲述战争痛苦，和封闭带来的痛苦，笑中带泪。
213595177,',https://www.douban.com/people/213595177/,特拉维夫在燃烧,还行,挺好看的
213662976,阿西,https://www.douban.com/people/213662976/,特拉维夫在燃烧,还行,内容挺多的，包含量大
213629601,没人在乎芒果,https://www.douban.com/people/213629601/,特拉维夫在燃烧,推荐,挺不错的
202742036,gangzai,https://www.douban.com/people/202742036/,特拉维夫在燃烧,,c
210398427,浅水,https://www.douban.com/people/210398427/,特拉维夫在燃烧,推荐,用喜剧的形式展示复杂的巴以文化冲突，剧情处理的也不错，后面还挺好看的
213648103,hbb芯,https://www.douban.com/people/213648103/,特拉维夫在燃烧,还行,挺好看的，不错，继续加油，努力吧
197580885,小七七七,https://www.douban.com/people/197580885/,特拉维夫在燃烧,还行,不知怎么的，感觉很无聊，又很讽刺。
